"","grupoPol","fechaPresentacion","congreso","legislatura","codigo","proponente","grupoParlamentario","Titulo","sumilla","numeroLey","tituloLey","estadoFinal","estadoFinalFecha","comisiones","Lima","CantiCongre","CantiAdh","congresoRec","Semanas"
"12437","",2007-08-20,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2007",1503,"Gobiernos Regionales","","PROCEDIMIENTO:ADM.GRAL L.27444/RECURSO DE REVISION","Propone modificar el articulo 210º de la Ley Nº 27444, Ley del Procedimiento Administrativo General, Recurso de revision, referente a la facultad de revisar los actos administrativos que estos emiten en el ejercicio de sus funciones.","","","Archivo",2007-04-10,"Justicia y Derechos Humanos","",NA,0,"2006-2011",-18.8571428571429
"12440","",2007-08-14,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2007",1500,"Poder Ejecutivo","","PROINVERSION:DECLARA AGILIZACION DE PROCESOS OBRAS PUBLICAS POR...","Propone declarar de necesidad publica y de interes nacional la agilizacion de los procesos de promocion de la inversion privada en concesiones de obras publicas de infraestructura y de servicios publicos que priorice PROINVERSIoN  y proyectos autosostenibles del FONAFE.","","","En comision",2007-04-09,"Economia  Banca  Finanzas e Inteligencia Financiera","",NA,0,"2006-2011",-18.1428571428571
"12441","Multipartidario",2007-08-14,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2007",1499,"Congreso","Multipartidario","SALUD:DECLARA EL 13 DE AGOSTO DIA NACIONAL DE LA...","Propone declarar el 13 de agosto como """"Dia Nacional de la Salud"""".","","","Archivo",2007-06-11,"Salud  Poblacion  Familia y Personas con Discapacidad","SI",10,0,"2006-2011",-9.14285714285714
"12442","",2007-08-10,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2007",1498,"Poder Ejecutivo","","SUPERINTENDENCIA:TRANSFERENCIA CARTERAS SEGUROS PENS.A AFP.","Propone incorporar el literal d) al numeral 2 del articulo 107ª de la Ley Nº 26702, Ley General del Sistema Financiero y del Sistema de Seguros y Organica de la Superintendencia de Banca y Seguros, referente a facilitar la transferencia de las carteras de los seguros y pensiones asociados al sistema privado de pensiones y al seguro complementario de trabajo de riesgo, durante la etapa de intervencion y liquidacion de empresas de seguros.","","","En comision",2007-04-09,"Economia  Banca  Finanzas e Inteligencia Financiera","",NA,0,"2006-2011",-17.5714285714286
"12446","Partido Aprista Peruano",2007-08-08,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2007",1494,"Congreso","PARTIDO APRISTA PERUANO","PODER EJECUTIVO:ADMISIBILIDAD PROCESOS JUDIC.PERTENECIENTES AL...","Propone establecer un requisito minimo de admisibilidad de un proceso judicial que resuelva un conflicto de competencia al interior del Poder Ejecutivo.","","","En comision",2007-03-09,"Justicia y Derechos Humanos","NO",7,0,"2006-2011",-21.7142857142857
"12454","Multipartidario",2007-08-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2007",1486,"Congreso","Multipartidario","SALUD:DECLARA EL 13 DE AGOSTO DIA NACIONAL DE LA...","Propone declarar el 13 de agosto como el """"Dia Nacional de la Salud"""".","","","Archivo",2007-06-11,"Salud  Poblacion  Familia y Personas con Discapacidad","NO",7,0,"2006-2011",-7.57142857142857
"12463","Multipartidario",2007-07-26,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1477,"Congreso","Alianza Parlamentaria","CODIGO:PENAL 20O, 200O/DELITO DE EXTORSION","Propone derogar el inciso 11 del articulo 20º y modificar el articulo 200º del Codigo Penal, referente a sancionar la huelga como causal de inhabilitacion como medida principal a los funcionarios publicos o de direccion.","","","En comision",2007-03-09,"Justicia y Derechos Humanos","SI",6,0,"2006-2011",-19.8571428571429
"12464","Multipartidario",2007-07-25,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1476,"Congreso","Multipartidario","CODIGO:PENAL 200O/DELITO DE EXTORSION","Propone modificar el articulo 200º del Codigo Penal, referente a incorporar la participacion de los funcionarios publicos en una huelga como delito de extorsion.","","","En comision",2007-03-09,"Justicia y Derechos Humanos","SI",9,26,"2006-2011",-19.7142857142857
"12512","Partido Aprista Peruano",2007-06-25,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1428,"Congreso","PARTIDO APRISTA PERUANO","CODIGO:PENAL 175O/DELITO DE SEDUCCION","Propone modificar el articulo 175º del Codigo Penal, referente a aumentar la pena privativa de libertad prevista para el delito de seduccion.","","","En comision",2007-02-07,"Justicia y Derechos Humanos","SI",6,0,"2006-2011",-19.7142857142857
"12513","Union por el Peru",2007-06-25,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1427,"Congreso","Grupo Parlamentario Nacionalista","CONSUCODE:LEY QUE IMPLEMENTA AUTORIZACION OTORGADA AL...","Propone autorizar la implementacion de las medidas establecidas en la Decima Quinta  y Decima Sexta de las Disposiciones Finales de la Ley Nº 28979, que autorizo un Credito Suplementario en el Presupuesto del Sector Publico para el Ano Fiscal 2007 y dicta otras disposiciones, para que el CONSUCODE ponga en operatividad las 4 Salas del Tribunal de Contrataciones y Adquisiciones.","","","En comision",2007-02-07,"Presupuesto y Cuenta General de la Republica","NO",6,0,"2006-2011",-19.7142857142857
"12516","",2007-06-25,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1424,"Congreso","PARTIDO APRISTA PERUANO","prOyEctO mOdIfIcA ArtIcUlO cONstItUcION","","","","En comision",2002-07-02,"Constitucion y Reglamento","",5,NA,"2006-2011",-259.857142857143
"12564","",2007-06-08,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1376,"Poder Ejecutivo","","PRESUPUESTO:TRANSF.DE PARTIDAS A FAVOR GOB.REG.LA LIBERTAD","Propone autorizar una Transferencia de Partidas en el Presupuesto del Sector Publico para el Ano Fiscal 2007, hasta por la suma de DOS MILLONES Y 00/100 NUEVOS SOLES (S/. 2 000 000,00), a favor del Gobierno Regional del departamento de La Libertad.","Ley Nº: 29097","AUTORIZA TRANSFERENCIA DE PARTIDAS EN EL PRESUPUESTO DEL SECTOR PuBLICO PARA EL AnO FISCAL 2007 A FAVOR DEL GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD","Publicado El Peruano",2007-05-10,"Presupuesto y Cuenta General de la Republica","",NA,0,"2006-2011",-4.14285714285714
"12581","",2007-05-31,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1359,"Poder Ejecutivo","","SISTEMA:PORTUARIO NACIONAL L.27943/MODIFICA LEY DEL...","Propone modificar los articulos 1º, 6º, 15º, 24º, 29º, el Capitulo V y el numeral 14 de la Vigesimo Sexta Disposicion Transitoria y Final de la Ley Nº 27943, Ley del Sistema Portuario Nacional, asi como el articulo 6º de la Ley Nº 26620, Ley de Control y Vigilancia de las Actividades Maritimas, Fluviales y Lacustres, referente a precisar las competencias y funciones de la Autoridad Maritima delimitandola de aquellas que corresponden a la Autoridad Portuaria Nacional.","","","Orden del Dia",2007-03-12,"Transportes y Comunicaciones,Comercio Exterior y Turismo","",NA,0,"2006-2011",-11.4285714285714
"12622","Partido Aprista Peruano",2007-05-21,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1318,"Congreso","PARTIDO APRISTA PERUANO","DELITOS:INFORMATICOS/LEY DE REPRESION DE LOS...","Propone Ley de Represion de los Delitos Informaticos.","","","Se inhibe",2007-05-07,"Defensa del Consumidor y Organismos Reguladores de los Servicios Publicos,Justicia y Derechos Humanos","SI",6,0,"2006-2011",-2
"12670","Union por el Peru",2007-05-09,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1270,"Congreso","Grupo Parlamentario Nacionalista","GOBIERNOS:REGIONALES/DISPONER DE RECURSOS CONTROL INCENDIOS","Propone facultar a los gobiernos regionales y locales a disponer recursos para prevencion, control y extincion de incendios a favor del Cuerpo General de Bomberos Voluntarios del Peru.","","","Rechazado de Plano",2007-03-07,"Presupuesto y Cuenta General de la Republica,Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado","SI",7,0,"2006-2011",-9
"12678","Union por el Peru",2007-05-03,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1262,"Congreso","Grupo Parlamentario Nacionalista","CODIGO:PROCESAL CIVIL/CREAR LA COMISION REVISORA DEL...","Propone crear la Comision Revisora del Codigo Procesal Civil.","","","Archivo",2007-04-10,"Justicia y Derechos Humanos","NO",6,0,"2006-2011",-3.28571428571429
"12706","",2007-04-20,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1234,"Poder Ejecutivo","","MINISTERIO:DEFENSA/ESTABLECE NATURALEZA JURIDICA,FUNCION DEL...","Propone establecer la naturaleza juridica, funcion, competencias y estructura organica basica del Ministerio de Defensa.","Ley Nº: 29075","ESTABLECE LA NATURALEZA JURiDICA, FUNCIoN, COMPETENCIAS Y ESTRUCTURA ORGaNICA BaSICA DEL MINISTERIO DE DEFENSA","Publicado El Peruano",2007-01-08,"Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","",NA,0,"2006-2011",-14.5714285714286
"12746","Multipartidario",2007-04-10,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1194,"Congreso","Alianza Parlamentaria","CODIGO:CIVIL 1237O/PAGO DE DEUDAS EN MONEDA EXTRANJERA","Propone modificar el articulo 1237º del Codigo Civil, referente al pago de deudas en moneda extranjera.","","","Archivo",2007-04-07,"Justicia y Derechos Humanos","SI",6,0,"2006-2011",-0.428571428571429
"12776","Multipartidario",2007-03-28,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1164,"Congreso","Alianza Parlamentaria","SISTEMA:PORTUARIO NAC.L.27943/ALCANCES 5TA.DISP.TRANS.DE LEY DEL...","Propone definir los alcances de la Quinta Disposicion Transitoria de la Ley Nº 27943, Ley del Sistema Portuario Nacional, referente a que la Marina de Guerra del Peru esta impedida de imponer y de cobrar derechos administrativos por los conceptos de visita de inspeccion de seguridad en las operaciones de recepcion y despacho de naves, que son de competencia de la Autoridad Portuaria Nacional.","","","Orden del Dia",2007-03-12,"Transportes y Comunicaciones,Comercio Exterior y Turismo","SI",6,0,"2006-2011",-2.28571428571429
"12787","Alianza por el Futuro",2007-03-28,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1153,"Congreso","Grupo Fujimorista","PAGINAS WEB:L.28119/REGISTRO USUARIOS DE CABINAS PUB.INTERNET","Propone agregar el articulo 5º a la Ley Nº 28119, Ley que prohibe el acceso de menores de edad a paginas web de contenido pornografico, referente a disponer la creacion de un registro de usuarios de cabinas publicas de internet.","Ley Nº: 29139","MODIFICA LA LEY Nº 28119, LEY QUE PROHIBE EL ACCESO DE MENORES DE EDAD A PaGINAS WEB DE CONTENIDO PORNOGRaFICO","Publicado El Peruano",2007-01-12,"Defensa del Consumidor y Organismos Reguladores de los Servicios Publicos","SI",7,0,"2006-2011",-10.7142857142857
"12857","",2007-03-14,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1083,"Poder Ejecutivo","","CODIGO:PROCESAL PENAL 18O/IMPLEMENTACION Y TRANSITORIEDAD NUEVO...","Propone modificar el articulo 18º  del Dec. Leg. Nº 958, que regula el proceso de implementacion y transitoriedad del nuevo Codigo Procesal Penal, referente a la adecuacion de denuncias y conclusion de procesos en etapa de investigacion.","Ley Nº: 28994","MODIFICA EL ARTiCULO 18º DEL D.L. Nº 958, QUE REGULA EL PROCESO DE IMPLEMENTACIoN Y TRANSITORIEDAD DEL NUEVO CoDIGO PROCESAL PENAL","Publicado El Peruano",2007-01-04,"Justicia y Derechos Humanos","",NA,0,"2006-2011",-9.85714285714286
"12860","Union por el Peru",2007-03-13,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1080,"Congreso","Grupo Parlamentario Nacionalista","PARTIDAS:NACIMIENTO/GRATUIDAD DE SENTENCIAS Y AUTOS RES.Y...","Propone disponer que la incripcion de Sentencias y Autos Resolutorios -firmes- y Escrituras Publicas de Actuaciones Notariales que ordenen la Rectificacion de Partidas de Nacimiento en las Municipalidades donde deben efectuarse, sera gratuita, asimismo la expedicion del primer certificado de nacimiento rectificada.","","","Dictamen Negativo",2007-03-07,"Justicia y Derechos Humanos,Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado","SI",7,0,"2006-2011",-0.857142857142857
"12890","Union por el Peru",2007-03-07,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1050,"Congreso","Grupo Parlamentario Nacionalista","UNIVERSIDAD:LOS ANGELES,CHIMBOTE/MODIFICA ART.1O, LEY QUE CREA...","Propone modificar el articulo 1º de la Ley Nº 24163, referente a crear con el caracter de privada la Universidad Los Angeles de Chimbote, con sede en la ciudad de Chimbote, provincia del Santa, Region Ancash.","","","Archivo",2007-03-04,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","NO",6,0,"2006-2011",-0.428571428571429
"12903","",2007-03-05,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2006",1037,"Poder Ejecutivo","","FONDO:GARANTIA PARA EL CAMPO Y SEG.AGROPEC./AMPLIA FINALIDAD DEL...","Propone modificar el literal b) del numeral 4.1 del articulo 4º de la Ley Nº 28939, Fondo de Garantia para el Campo y del Seguro Agropecuario, referente a ampliar su finalidad.","Ley Nº: 28995","AMPLiA LA FINALIDAD DEL FONDO DE GARANTiA PARA EL CAMPO","Publicado El Peruano",2007-01-04,"Agraria","",NA,0,"2006-2011",-8.57142857142857
"12920","Unidad Nacional",2007-02-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",1020,"Congreso","Unidad Nacional","LEY QUE REGULA EL ACCESO A CABINAS PUBLICAS DE INTERNET","Propone prohibir el acceso de menores de edad a paginas web, canales de conversacion o cualquier otra forma de comunicacion en red, de contenido o informacion pornografica o renidas contra la moral o el pudor.","Ley Nº: 29139","MODIFICA LA LEY Nº 28119, LEY QUE PROHIBE EL ACCESO DE MENORES DE EDAD A PaGINAS WEB DE CONTENIDO PORNOGRaFICO","Publicado El Peruano",2007-01-12,"Defensa del Consumidor y Organismos Reguladores de los Servicios Publicos","SI",8,0,"2006-2011",-6.71428571428571
"12982","Partido Aprista Peruano",2007-02-07,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",958,"Congreso","PARTIDO APRISTA PERUANO","PROYECTO:ESPECIAL/BINACIONAL/JAEN-SAN IGNACIO-BAGUA","Propone declarar de necesidad publica, preferente interes, la ejecucion del Proyecto Especial Binacional Jaen-San Ignacio-Bagua.","","","Archivo",2007-01-06,"Agraria","NO",6,0,"2006-2011",-4.57142857142857
"13005","Partido Aprista Peruano",2007-01-29,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",935,"Congreso","PARTIDO APRISTA PERUANO","CODIGO:PROCESAL PENAL/REFORMA EL PROCESO DE IMPLEMENTACION","Propone modificar el articulo 18º del Dec. Leg. Nº 958, que regula el Proceso de Implementacion y Transitoriedad del Nuevo Codigo Procesal Penal, referente a la Adecuacion de Denuncias y Liquidacion del Procesos en etapa de investigacion.","Ley Nº: 28994","MODIFICA EL ARTiCULO 18º DEL D.L. Nº 958, QUE REGULA EL PROCESO DE IMPLEMENTACIoN Y TRANSITORIEDAD DEL NUEVO CoDIGO PROCESAL PENAL","Publicado El Peruano",2007-01-04,"Justicia y Derechos Humanos","NO",7,0,"2006-2011",-3.57142857142857
"13087","Partido Aprista Peruano",2007-01-10,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",853,"Congreso","PARTIDO APRISTA PERUANO","TRIBUNALES:SUPRANACIONALES/DEROGAR LA LEY NO 27775...","Propone derogar la Ley Nº 27775, que regula el procedimiento de ejecucion de sentencias emitidas por Tribunales Supranacionales.","","","En comision",2007-01-02,"Justicia y Derechos Humanos,Constitucion y Reglamento","SI",8,0,"2006-2011",-1.14285714285714
"13089","Partido Aprista Peruano",2007-01-10,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",851,"Congreso","PARTIDO APRISTA PERUANO","MINISTERIO:AGRICULTURA/CREAR VICEMINISTERIO DESARROLLO FORESTAL","Propone  crear el Viceministerio de Desarrollo Forestal en el Ministerio de Agricultura.","","","Dictamen",2007-01-06,"Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado,Agraria","NO",9,29,"2006-2011",-0.571428571428571
"13149","",2006-12-06,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",791,"Poder Ejecutivo","","VIAJE:PRESIDENCIAL  CUMBRE DE JEFES DE ESTADO EN BOLIVIA","Propone autorizar al Presidente de la Republica a salir del territorio nacional entre los dias 8 al 9 de diciembre del presente ano, con el objeto de asistir a la II Cumbre de Jefes de Estado de la Comunidad Sudamericana de Naciones, en la ciudad de Cochabamba, Bolivia.","Resolucion Legislativa Nº: 28915","RESOLUCIoN LEGISLATIVA QUE AUTORIZA AL SEnOR PRESIDENTE DE LA REPuBLICA A SALIR DEL TERRITORIO NACIONAL ENTRE LOS DiAS 8 Y 9 DE DICIEMBRE DE 2006","Publicado El Peruano",2006-07-12,"","",NA,0,"2006-2011",-21
"13185","",2006-12-05,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",755,"Poder Ejecutivo","","MINISTERIO:DEFENSA/ASIGNACION EXCEPCIONAL AL PERSONAL CIVIL DEL..","Propone otorgar por unica vez en el mes de diciembre de 2006 una """"Asignacion Excepcional"""" ascendente a la suma de S/. 600.00 (SEISCIENTOS Y 00/100 NUEVOS SOLES), al personal civil administrativo de los institutos armados (Ejercito Peruano, Marina de Guerra del Peru y Fuerza Aerea del Peru) que vienen realizando labor efectiva en el Pliego Ministerio de Defensa.","Ley Nº: 28922","OTORGA UNA ASIGNACIoN EXCEPCIONAL A FAVOR DEL PERSONAL CIVIL DEL MINISTERIO DE DEFENSA","Publicado El Peruano",2006-08-12,"Presupuesto y Cuenta General de la Republica","",NA,0,"2006-2011",-16.4285714285714
"13186","",2006-12-04,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",754,"Poder Ejecutivo","","INPE:OTORGAR ASIGNACION EXCEPCIONAL AL PERSONAL DEL...","Propone otorgar por unica vez en el mes de diciembre de 2006 una """"Asignacion Excepcional"""" ascendente a la suma de S/. 430.00 (CUATROCIENTOS TREINTA 00/100 NUEVOS SOLES), al personal que viene prestando servicios en el Pliego Instituto Nacional Penitenciario - INPE.","Ley Nº: 28921","OTORGA UNA ASIGNACIoN EXCEPCIONAL AL PERSONAL DEL INSTITUTO NACIONAL PENITENCIARIO - INPE","Publicado El Peruano",2006-08-12,"Presupuesto y Cuenta General de la Republica","",NA,0,"2006-2011",-16.2857142857143
"13202","",2006-11-30,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",738,"Poder Ejecutivo","","AUTORIZACION:INGRESO PERSONAL MILITAR DE LOS EE.UU.","Propone autorizar el ingreso al Territorio Nacional de personal militar de los Estados Unidos de America, del 09 al 22 de diciembre de 2006 y del 04 de febrero al 08 de marzo de 2007, para realizar dos despliegues militares de entrenamiento contra Narcoterrorismo (CNT).","Resolucion Legislativa Nº: 28916","RESOLUCIoN LEGISLATIVA QUE AUTORIZA EL INGRESO DE PERSONAL MILITAR DE LOS ESTADOS UNIDOS DE AMeRICA CON ARMAMENTO AL TERRITORIO DE LA REPuBLICA","Publicado El Peruano",2006-07-12,"Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","",NA,0,"2006-2011",-20.1428571428571
"13299","Partido Aprista Peruano",2006-11-09,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",641,"Congreso","PARTIDO APRISTA PERUANO","MINISTERIO:DEFENSA INTERIOR/FF.AA.PNP PUBLICACION EVALUACION","Propone modificar el articulo 3º de la Ley Nº 28805, en el sentido que las Comisiones formadas en las Fuerzas Armadas y Policia Nacional tendran un plazo maximo de 180 dias habiles para publicar los resultados de su evaluacion.","Ley Nº: 28909","AMPLiA EL PLAZO A QUE SE REFIERE EL ARTiCULO 3º DE LA LEY Nº 28805","Publicado El Peruano",2006-02-12,"Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","SI",7,0,"2006-2011",-38.5714285714286
"13319","Multipartidario",2006-11-07,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",621,"Congreso","Multipartidario","CODIGO:NINOS ADOLESCENTES/CREAR COMISION REVISORA DEL...","Propone crear Comision Revisora del Codigo de los Ninos y Adolescentes.","Ley Nº: 28914","CREA LA COMISIoN ESPECIAL REVISORA DEL CoDIGO DE LOS NInOS Y ADOLESCENTES","Publicado El Peruano",2006-05-12,"Justicia y Derechos Humanos,Mujer y Desarrollo Social","SI",13,0,"2006-2011",-25.5714285714286
"13331","",2006-11-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",609,"Poder Ejecutivo","","AUTORIZACION:INGRESO PERSONAL MILITAR ARMADA MEXICANA","Propone autorizar el ingreso de personal militar a bordo del Buque Patrulla Oceanica ARM OAXACA de la Armada Mexicana, al territorio de la Republica.","Resolucion Legislativa Nº: 28913","RESOLUCIoN LEGISLATIVA QUE AUTORIZA EL INGRESO DE PERSONAL MILITAR A BORDO DEL BUQUE PATRULLA ACEaNICA ARM OAXACA DE LA ARMADA MEXICANA, AL TERRITORIO DE LA REPuBLICA","Publicado El Peruano",2006-03-12,"Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","",NA,0,"2006-2011",-33.7142857142857
"13333","",2006-11-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",607,"Poder Ejecutivo","","PRESUPUESTO:TRANSF.DE PARTIDAS A FAVOR M.VIVIENDA","Propone autorizar una Transferencia de Partidas en el Presupuesto del Sector Publico para el Ano Fiscal 2006, hasta por la suma de DOS MILLONES OCHOCIENTOS NUEVE MIL OCHOCIENTOS TREINTA Y CINCO Y 00/100 NUEVOS SOLES (S/. 2 809 835,00) del Consejo Nacional de Tasaciones CONATA al Ministerio de Vivienda, Construccion y Saneamiento.","Ley Nº: 28919","AUTORIZA TRANSFERENCIA DE PARTIDAS DEL CONSEJO NACIONAL DE TASACIONES-CONATA AL MINISTERIO DE VIVIENDA, CONSTRUCCIoN Y SANEAMIENTO Y DICTA OTRAS MEDIDAS","Publicado El Peruano",2006-08-12,"Presupuesto y Cuenta General de la Republica","",NA,0,"2006-2011",-11.8571428571429
"13334","",2006-11-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",606,"Poder Ejecutivo","","PRESUPUESTO:TRANSF.DE PARTIDAS A FAVOR UNI","Propone autorizar una Tranferencia de Partidas en el Presupuesto del Sector Publico para el Ano Fiscal 2006, hasta por la suma de CUATRO MILLONES QUINIENTOS CUARENTA Y NUEVE MIL TRESCIENTOS SESENTA Y SEIS Y 00/100 NUEVOS SOLES (S/. 4 549 366,00) del Instituto Nacional de Investigacion y Capacitacion de Telecomunicaciones a la Universidad Nacional de Ingenieria.","Ley Nº: 28918","AUTORIZA TRANSFERENCIA DE PARTIDAS EN EL PRESUPUESTO DEL SECTOR PuBLICO PARA EL AnO FISCAL 2006 Y DICTA OTRAS MEDIDAS","Publicado El Peruano",2006-08-12,"Presupuesto y Cuenta General de la Republica","",NA,0,"2006-2011",-11.8571428571429
"13341","Partido Aprista Peruano",2006-11-02,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",599,"Congreso","PARTIDO APRISTA PERUANO","COFOPRI:REGIMEN TEMP.EXTRAORD.FORMALIZ.Y TITULACION PREDIOS","Propone declarar de interes publico la formalizacion y titulacion de predios urbanos a nivel nacional, sean publicos o privados y disponer su preferente atencion por la Comision de Formalizacion de la Propiedad Informal - COFOPRI.","Ley Nº: 28923","ESTABLECE EL ReGIMEN TEMPORAL EXTRAORDINARIO DE FORMALIZACIoN Y TITULACIoN DE PREDIOS URBANOS","Publicado El Peruano",2006-08-12,"Vivienda y Construccion,Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado","SI",8,29,"2006-2011",-11.7142857142857
"13362","",2006-10-31,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",578,"Poder Ejecutivo","","VIAJE:PRESIDENCIAL/VISITA DE ESTADO AL BRASIL","Propone autorizar al Senor Presidente de la Republica a salir del territorio nacional entre los dias 8 al 10 de noviembre del presente ano, con el objeto de cumplir una visita a la Republica Federativa del Brasil.","Resolucion Legislativa Nº: 28897","RESOLUCIoN LEGISLATIVA QUE AUTORIZA AL SEnOR PRESIDENTE DE LA REPuBLICA SALIR DEL TERRITORIO NACIONAL ENTRE LOS DiAS 8 Y 10 DE NOVIEMBRE DE 2006","Publicado El Peruano",2006-04-11,"","",NA,0,"2006-2011",-29
"13363","Partido Aprista Peruano",2006-10-31,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",577,"Congreso","PARTIDO APRISTA PERUANO","CODIGO:NINOS ADOLESCENTES/CREAR COMISION ESP.REVISORA DEL...","Propone crear  Comision Especial Revisora del Codigo de los Ninos y Adolescentes.","Ley Nº: 28914","CREA LA COMISIoN ESPECIAL REVISORA DEL CoDIGO DE LOS NInOS Y ADOLESCENTES","Publicado El Peruano",2006-05-12,"Justicia y Derechos Humanos,Mujer y Desarrollo Social","SI",7,0,"2006-2011",-24.5714285714286
"13381","Partido Aprista Peruano",2006-10-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",559,"Congreso","PARTIDO APRISTA PERUANO","CONTRATACIONES:ADQUIS.D.S.083/MEDIOS IMPUGNATORIOS","Propone modificar los articulos 54º, 55º y 57º del D.S. Nº 083-2004-PCM, Texto unico Ordenado de la Ley de Contrataciones y Adquisiciones del Estado, medios impugnatorios, suspension del proceso de seleccion, nulidad, respectivamente.","Ley Nº: 28911","MODIFICA LOS ARTiCULOS 52º, 53º, 54º, 56º Y 57º DE LA LEY Nº 26850, LEY DE CONTRATACIONES Y ADQUISICIONES DEL ESTADO, ESTABLECIENDO MECANISMOS EXPEDITIVOS PARA LA SOLUCIoN DE CONTROVERSIAS E IMPUGNACIONES","Publicado El Peruano",2006-03-12,"Fiscalizacion y Contraloria,Economia  Banca  Finanzas e Inteligencia Financiera","NO",6,0,"2006-2011",-32.7142857142857
"13411","Multipartidario",2006-10-25,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",529,"Congreso","Multipartidario","DECRETO:URG.004/EXONERA A ESSALUD DE CONTRAT.Y ADQ./DEROGA EL...","Dictamen de la Comision de Constitucion recaido en el Decreto de Urgencia, que se les remitiera de conformidad con el inc. b) del articulo 91° del Reglamento, que propone derogar el Decreto de Urgencia Nº 004-2006, por el cual se exonera a ESSALUD de los procedimientos regulados en el Texto unico Ordenado de la Ley de Contrataciones y Adquisiciones del Estado y su Reglamento, para la construccion y equipamiento de los Centros Asistenciales Aplao (Arequipa) y Nazca (Ica).","Ley Nº: 28902","DEROGA EL DECRETO DE URGENCIA Nº 004-2006","Publicado El Peruano",2006-10-11,"Constitucion y Reglamento","SI",9,0,"2006-2011",-2
