"","grupoPol","fechaPresentacion","congreso","legislatura","codigo","proponente","grupoParlamentario","Titulo","sumilla","numeroLey","tituloLey","estadoFinal","estadoFinalFecha","comisiones","Lima","CantiCongre","CantiAdh","congresoRec","Semanas"
"9887","",2010-05-25,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",4053,"Consejo Nacional de la Magistratura","","MAGISTRATURA L.26397/MODIFICA ART.LEY ORGANICA CONSEJO NAC.DE LA....","Propone modificar los articulos 21°, 32° y 34° de la Ley 26397, Ley Organica del Consejo Nacional de la Magistratura, referente al proceso disciplinario a los Vocales de la Corte Suprema y Fiscales Supremos.","","","En comision",2010-01-06,"Constitucion y Reglamento,Justicia y Derechos Humanos","",NA,0,"2006-2011",-19.8571428571429
"9892","Multipartidario",2010-05-20,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",4048,"Congreso","Grupo Parlamentario Nacionalista","ALCOHOL METILICO L.27645/MODIFICA LEY QUE REGULA COMERCIALIZACION DEL...","Propone modificar el articulo 1° e incorporar los articulos 1°-A, 2°-A y 2°-B a la Ley N° 27645, Ley que regula la comercializacion del alcohol metilico, referente a regular el control de la venta y/o consumo del alcohol metilico por la poblacion de las comunidades campesinas y nativas.","","","Dictamen",2010-03-12,"Produccion y Micro y Pequena Empresa y Cooperativas,Salud  Poblacion  Familia y Personas con Discapacidad","SI",6,0,"2006-2011",-9.85714285714286
"9893","Multipartidario",2010-05-20,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",4047,"Congreso","Grupo Parlamentario Nacionalista","ALCOHOL METILICO L.28317/MODIFICA LEY DE CONTROL Y FISCALIZ.DE....","Propone incorporar los articulos 5°-A y 9° a la Ley N° 28317, Ley de control y fiscalizacion de la comercializacion de alcohol metilico, referente a las competencias y responsabilidades de los gobiernos locales.","","","Dictamen",2010-03-12,"Produccion y Micro y Pequena Empresa y Cooperativas,Salud  Poblacion  Familia y Personas con Discapacidad","SI",6,0,"2006-2011",-9.85714285714286
"9935","Grupo Parlamentario Nacionalista",2010-05-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",4005,"Congreso","Grupo Parlamentario Nacionalista","CONTRATACIONES DEL ESTADO/MECANISMOS CONTROL GUBERNAMENTAL EN...","Propone establecer mecanismos de control gubernamental en los procesos de seleccion, adquisiciones y contrataciones del Estado, mediante convenios de administracion de recursos publicos con Organismos Internacionales.","","","Dictamen",2010-02-12,"Fiscalizacion y Contraloria","NO",7,0,"2006-2011",-11.4285714285714
"9944","",2010-04-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3996,"Poder Ejecutivo","","PARTIDOS POLITICOS L.28094/MODIFICA ART.13° DE LA LEY DE.....","Propone incorporar el inciso f) al articulo 13° de la Ley N° 28094, Ley de Partidos Politicos, cancelacion de la inscripcion.","","","En comision",2010-04-05,"Constitucion y Reglamento,Justicia y Derechos Humanos","",NA,0,"2006-2011",-3.28571428571429
"9949","",2010-04-22,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3991,"Poder Ejecutivo","","PROCURADURIA VECINAL/LEY QUE CREA LA....","Propone crear la Procuraduria Vecinal.","","","En comision",2010-03-05,"Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado,Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","",NA,0,"2006-2011",-6.85714285714286
"9961","Grupo Parlamentario Nacionalista",2010-04-19,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3979,"Congreso","Grupo Parlamentario Nacionalista","DEUDA PUBLICA PERUANA/PROPONE UNA AUDITORIA DE LA...","Propone autorizar al Ministerio de Economia y Finanzas a traves de la Direccion de Credito Publico a realizar una auditoria de la deuda publica desde el ano 2006.","","","En comision",2010-04-05,"Presupuesto y Cuenta General de la Republica,Fiscalizacion y Contraloria","SI",8,0,"2006-2011",-2
"9964","",2010-04-19,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3976,"Contraloria General de la Republica","","RECURSOS PUB./FORTALECE CONTROL GUBERNAMENTAL DE ADM.DE...","Propone establecer mecanismos de fortalecimiento en la administracion de recursos publicos, en el marco de convenios suscritos por entidades del sector publico con organismos internacionales.","","","Dictamen",2010-02-12,"Fiscalizacion y Contraloria,Constitucion y Reglamento","",NA,0,"2006-2011",-9.42857142857143
"9975","Unidad Nacional",2010-04-15,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3965,"Congreso","Unidad Nacional","DECRETO SUPREMO 019-2010-MTC/DEJA SIN EFECTO EL....","Propone dejar sin efecto el Decreto Supremo N° 019-2010-MTC, que otorga facultades a la Empresa Nacional de Puertos (ENAPU .S.A.) para seleccionar directamente a sus socios privados en el terminal del Callao (Muelle Norte).","","","Dictamen",2010-02-06,"Economia  Banca  Finanzas e Inteligencia Financiera","SI",9,0,"2006-2011",-9.71428571428571
"9986","",2010-04-07,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3954,"Poder Ejecutivo","","CODIGO DE PROTECCION Y DEFENSA DEL CONSUMIDOR/LEY DE....","Propone Ley de Codigo de Proteccion y Defensa del Consumidor.","Ley Nº: 29571","LEY DE CoDIGO DE PROTECCIoN Y DEFENSA DEL CONSUMIDOR","Publicado El Peruano",2010-02-09,"Defensa del Consumidor y Organismos Reguladores de los Servicios Publicos","",NA,0,"2006-2011",-8.14285714285714
"9999","",2010-03-24,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3941,"Poder Ejecutivo","","PENSION DE GRACIA/CONCEDE A DON HUGO ALEJANDRO MORA MARTINES...","Propone conceder pension de gracia a don Hugo Alejandro Mora Martinez, destacado boxeador nacional.","Resolucion Legislativa Nº: 29552","RESOLUCIoN LEGISLATIVA QUE CONCEDE PENSIoN DE GRACIA A DON HUGO ALEJANDRO MORA MARTiNEZ, DESTACADO DEPORTISTA NACIONAL DE LUCHA LIBRE","Publicado El Peruano",2010-03-07,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes,Presupuesto y Cuenta General de la Republica","",NA,0,"2006-2011",-2.42857142857143
"10032","",2010-03-13,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3908,"Poder Ejecutivo","","NARCO-TERRORISMO/DELEGA FACULTADES AL PODER EJECUTIVO EN LUCHA....","Propone delegar facultades legislativas en el Poder Ejecutivo para optimizar la normatividad en la lucha contra el narco - terrorismo.","Ley Nº: 29548","LEY QUE OTORGA FACULTADES AL PODER EJECUTIVO PARA LEGISLAR EN MATERIA MILITAR-POLICIAL, EL USO DE LA FUERZA Y NORMAS PROCESALES Y PENITENCIARIAS RELACIONADAS A MILITARES Y POLICIALES PROCESADOS O CONDENADOS","Publicado El Peruano",2010-03-07,"Justicia y Derechos Humanos,Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","",NA,0,"2006-2011",-0.857142857142857
"10199","No Agrupado",2009-12-07,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3741,"Congreso","Grupo Parlamentario Especial","COMISIONES SECTORIALES INTERGUBERNAMENTALES/CREA LAS....","Propone crear las Comisiones Sectoriales Intergubernamentales.","","","En comision",2009-10-12,"Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado","NO",3,0,"2006-2011",-8
"10206","Multipartidario",2009-12-04,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3734,"Congreso","Multipartidario","CODIGO PENAL 20°, 200°/DEROGA NORMA CRIMINALIZA PROTESTA CIUDADANA","Propone derogar el inciso 11 del articulo 20° y los parrafos tercero y cuarto del articulo 200° del Codigo Penal, que criminalizan la protesta ciudadana.","","","En comision",2009-10-12,"Justicia y Derechos Humanos","NO",11,0,"2006-2011",-7.57142857142857
"10208","Grupo Parlamentario Nacionalista",2009-12-04,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3732,"Congreso","Grupo Parlamentario Nacionalista","SALUD HUMANA,MEDIO AMBIENTE/REPARACIONES POR DANOS A LA...","Propone determinar responsabilidades y reparaciones por danos a la salud humana y al medio ambiente, originados por la mala manipulacion de Organismos Vivos Modificados.","","","En comision",2009-10-12,"Agraria,Pueblos Andinos  Amazonicos y Afroperuanos  Ambiente y Ecologia","SI",15,0,"2006-2011",-7.57142857142857
"10212","Bloque Popular",2009-12-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3728,"Congreso","Bloque Popular-Compromiso Democratico","CARRERA JUDICIAL 29277/MODIFICA EL ART.4 DE LA LEY DE LA....","Propone modificar el numeral 6) del articulo 4° de la Ley N° 29277, Ley de la Carrera Judicial, Requisitos generales para acceder y permanecer en la carrera judicial.","","","En comision",2009-10-12,"Justicia y Derechos Humanos","NO",6,0,"2006-2011",-7.42857142857143
"10214","Unidad Nacional",2009-12-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3726,"Congreso","Unidad Nacional","EVALUACION DEL NIVEL EDUCATIVO DE ESTUDIANTES/OBLIGATORIEDAD DE....","Propone establecer la obligatoriedad de la evaluacion del nivel educativo de estudiantes.","","","En comision",2009-10-12,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",8,0,"2006-2011",-7.42857142857143
"10217","Multipartidario",2009-12-02,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3723,"Congreso","Multipartidario","RESOLUCION LEG.CONG./INHABILITA EJERCICIO FUNCION CONG.ESPINOZA SOTO","Propone inhabilitar para el ejercicio de la funcion publica al senor Congresista GUSTAVO ESPINOZA SOTO, por infraccion a la Constitucion en sus articulos 38° y 44°, hasta por dos (2) anos contados a partir de dia siguiente de la publicacion en el diario oficial El Peruano.","Resolucion Legislativa del Congreso Nº: 004-2009-CR","RESOLUCIoN LEGISLATIVA DEL CONGRESO QUE INHABILITA PARA EL EJERCICIO DE LA FUNCIoN PuBLICA AL SEnOR CONGRESISTA GUSTAVO DACIO ESPINOZA SOTO","Publicado El Peruano",2009-03-12,"","NO",2,0,"2006-2011",-37.8571428571429
"10219","Multipartidario",2009-12-02,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3721,"Congreso","Alianza Parlamentaria","ESTUDIANTES Y DEPORTISTAS DESTACADOS EN CONCURSOS/ESTIMULA A....","Propone estimular a estudiantes y deportistas destacados que obtienen medallas de oro en concursos, eventos, olimpiadas y campeonatos internacionales sobre diversas actividades educativas,culturales y deportivas.","","","En comision",2009-10-12,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",7,0,"2006-2011",-7.28571428571429
"10220","Multipartidario",2009-12-02,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3720,"Congreso","Multipartidario","VIOLENCIA FAMILIAR L.29340/AMPLIA PLAZO COMISON ESP.REVISORA TUO LEY...","Propone ampliar el plazo de la Ley N° 29340, que crea la Comision Especial Revisora del Texto unico Ordenado de la Ley de Proteccion Frente a la Violencia Familiar, por 180 dias habiles.","Ley Nº: 29468","LEY QUE AMPLiA EL PLAZO DE LA LEY NuM. 29340, LEY QUE CREA LA COMISIoN ESPECIAL REVISORA DEL TEXTO uNICO ORDENADO DE LA LEY DE PROTECCIoN FRENTE A LA VIOLENCIA FAMILIAR","Publicado El Peruano",2009-11-12,"","SI",11,0,"2006-2011",-2.85714285714286
"10222","",2009-11-26,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3718,"Gobiernos Locales","","MUNICIPALIDADES,NOTARIAS/MODIFICA LEY  REGULA DIVORCIO ULTERIOR EN...","Propone modificar los articulos 4° y 7° de la Ley N° 29227, Ley que regula el Procedimiento no contencioso de la Separacion Convencional y Divorcio Ulterior en las Municipalidades y Notarias, respecto a la delegacion de competencia de los alcaldes y precisiones sobre el plazo de solicitud de divorcio ulterior.","","","En comision",2009-10-12,"Justicia y Derechos Humanos","",NA,0,"2006-2011",-6.42857142857143
"10223","Multipartidario",2009-11-30,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3717,"Congreso","Multipartidario","FUERZAS ARMADAS L.29108/MODIFICA LEY DE ASCENSOS OFICIALES DE LAS...","Propone modificar el articulo 12° de la Ley N° 29108, Ley de Ascensos de Oficiales de las Fuerzas Armadas, Vacantes para oficiales generales.","","","En comision",2009-10-12,"Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","SI",15,0,"2006-2011",-7
"10226","Multipartidario",2009-11-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3714,"Congreso","Alianza Parlamentaria","SISTEMA PRIV.PENSIONES/PROMUEVE  INFORMACION DE INGRESOS DEL....","Propone incorporar una Decimo Setima Disposicion Final y Transitoria al TUO de la Ley del Sistema Privado de Pensiones, referente a que el afiliado podra pedir a la AFP, sin restriccion alguna, informacion detallada acerca de la estructura de los ingresos y costos de la institucion.","","","En comision",2009-01-12,"Economia  Banca  Finanzas e Inteligencia Financiera","SI",6,0,"2006-2011",-45.5714285714286
"10227","Multipartidario",2009-11-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3713,"Congreso","Alianza Parlamentaria","IMPUESTO GRAL.VENTAS/EXONERA DE PAGO ADMINISTRADORAS PENSIONES","Propone derogar a partir del 31 de diciembre de 2009 el literal j) del articulo 2° del TUO de la Ley del Impuesto General a las Ventas e Impuesto Selectivo al Consumo, que exonera del pago del IGV a las Administradoras de Fondos de Pensiones y a las Empresas de Seguros, condicionada a la entrega de informacion detallada para una mayor transparencia que fomente competencia.","","","En comision",2009-01-12,"Economia  Banca  Finanzas e Inteligencia Financiera","SI",6,0,"2006-2011",-45.5714285714286
"10228","Multipartidario",2009-11-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3712,"Congreso","Alianza Parlamentaria","VIAJES AL EXTERIOR FUNC.PUB.L.27619/MODIFICA LEY QUE REGULA....","Propone adicionar parrafo al articulo 1° de la Ley N° 27619, Ley que regula la autorizacion de viajes al exterior de servidores y funcionarios publicos.","","","En comision",2009-01-12,"Constitucion y Reglamento","SI",6,0,"2006-2011",-45.5714285714286
"10231","Multipartidario",2009-11-26,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3709,"Congreso","Alianza Nacional","AMAZONIA/PROHIBE CONCESIONES MINERAS EN AREAS PROTEGIDAS Y LA...","Propone prohibir la concesion, permiso y todo tipo de autorizaciones para las actividades de exploracion y explotacion relacionadas con proyectos de inversion de la mineria metalica en areas naturales protegidas y en toda la amazonia.","","","En comision",2009-01-12,"Energia y Minas,Pueblos Andinos  Amazonicos y Afroperuanos  Ambiente y Ecologia","SI",6,0,"2006-2011",-45.4285714285714
"10234","Multipartidario",2009-11-26,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3706,"Congreso","Alianza Parlamentaria","PRESTADORAS SERV.SANEAMIENTO/EXCEPTUA DE LEY PRESUPUESTO A....","Propone exceptuar a las Entidades Prestadoras de Servicios de Saneamiento de la dispuesto en los numerales 5.1 y 5.2 del articulo 5° de la Ley N° 29289, Ley de Presupuesto del Sector Publico para el ano Fiscal 2009, con el proposito de implementar la escala remunerativa.","","","En comision",2009-01-12,"Presupuesto y Cuenta General de la Republica","SI",6,0,"2006-2011",-45.4285714285714
"10235","Multipartidario",2009-11-26,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3705,"Congreso","Alianza Parlamentaria","PROTECCION CONSUMIDOR/MODIFICA EL TUO DE LEY DEL SISTEMA DE...","Propone modificar el articulo 24° de Dec. Sup. N° 006-2009-PCM, Texto unico Ordenado de la Ley del Sistema de Proteccion al Consumidor, modificar el articulo 3° de la Ley N° 28587, Ley complementaria de Proteccion al Consumidor en materia de servicios financieros y el articulo 17° de la Resolucion SBS N° 1765-2005, referente a promover la transparencia en el cobro de intereses a los consumidores de productos financieros.","","","En comision",2009-01-12,"Economia  Banca  Finanzas e Inteligencia Financiera,Defensa del Consumidor y Organismos Reguladores de los Servicios Publicos","SI",6,0,"2006-2011",-45.4285714285714
"10236","Multipartidario",2009-11-26,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3704,"Congreso","Alianza Parlamentaria","TRIBUTACION MUNICIPAL D.L.776/INCORPORA ART.19°-A LEY DE...","Propone incorporar el articulo 19°-A al Dec. Leg. N° 776, Ley de Tributacion Municipal, que establece la exoneracion del pago del Impuesto Predial a las personas mayores de 65 anos no afiliadas a ningun sistema provisional o que no califican para recibir pension de jubilacion.","","","En comision",2009-01-12,"Economia  Banca  Finanzas e Inteligencia Financiera","SI",6,0,"2006-2011",-45.4285714285714
"10239","Bloque Popular",2009-11-25,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3701,"Congreso","Bloque Popular-Compromiso Democratico","BARRAS BRAVAS/REGULA Y FORMALIZA A LAS....","Propone formalizar y regularizar las barras pertenecientes a todos los equipos de futbol que existen en el ambito del territorio nacional.","","","En comision",2009-01-12,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","NO",6,0,"2006-2011",-45.2857142857143
"10243","Unidad Nacional",2009-11-24,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3697,"Congreso","Unidad Nacional","REGL.CONGRESO 5°,92°-A/PROCEDIMIENTO DE CONTROL PARLAMENTARIO","Propone modificar el articulo 5° e incorporar el articulo 92°-A al Reglamento del Congreso, relativo al procedimiento de control parlamentario de la declaratoria de un estado en excepcion.","","","En comision",2009-01-12,"Constitucion y Reglamento","SI",7,0,"2006-2011",-45.1428571428571
"10244","Grupo Parlamentario Nacionalista",2009-11-24,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3696,"Congreso","Grupo Parlamentario Nacionalista","REGL.CONGRESO 20°,23°/VIAJES DE PARLAMENTARIOS","Propone modificar los articulos 20° y 23° del Reglamento del Congreso, con la finalidad de regular los viajes realizados por los parlamentarios que no sean de interes nacional y que no traigan beneficios a la Nacion.","","","En comision",2009-01-12,"Constitucion y Reglamento","SI",7,0,"2006-2011",-45.1428571428571
"10300","Alianza Nacional",2009-11-05,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3640,"Congreso","Alianza Nacional","DEUDA AGRARIA L.29264/PRECISA ALCANCES ART.3° LEY REESTRUCTURACION...","Propone precisar los alcances del articulo 3° de la Ley N° 29264, Ley de reestructuracion de la deuda agraria, referente a la exclusion de los intereses, moras y demas gastos devengados.","","","Retirado",2009-10-11,"Economia  Banca  Finanzas e Inteligencia Financiera,Agraria","SI",6,0,"2006-2011",-3.57142857142857
"10303","Grupo Parlamentario Nacionalista",2009-11-05,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3637,"Congreso","Grupo Parlamentario Nacionalista","SERVICIO MILITAR L.29248/MODIFICA ART.61° DE LEY DEL....","Propone modificar el articulo 61° de la Ley N° 29248, Ley del Servicio Militar, que promueve la creacion de micro y pequenas empresas por los Licenciados de las Fuerzas Armadas.","","","En comision",2009-10-11,"Economia  Banca  Finanzas e Inteligencia Financiera,Produccion y Micro y Pequena Empresa y Cooperativas","SI",7,0,"2006-2011",-3.57142857142857
"10304","Unidad Nacional",2009-11-05,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3636,"Congreso","Unidad Nacional","PARTIDOS POLITICOS L.28094/INFORMACION EN HOJA DE VIDA CANDIDATOS","Propone modificar el articulo 23° de la Ley N° 28094, Ley de Partidos Politicos, sobre la informacion que los candidatos a eleccion popular tales como los congresistas presenten.","","","En comision",2009-10-11,"Constitucion y Reglamento","SI",6,0,"2006-2011",-3.57142857142857
"10316","",2009-11-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3624,"Poder Ejecutivo","","VIAJE:PRESIDENCIAL/GUADALAJARA ESTADOS UNIDOS MEXICANOS","Propone autorizar al senor Presidente de la Republica a salir del territorio nacional el 06 de noviembre de 2009, con el fin de viajar a la ciudad de Guadalajara, en los Estados Unidos Mexicanos.","Resolucion Legislativa Nº: 29428","RESOLUCIoN LEGISLATIVA QUE AUTORIZA AL SEnOR PRESIDENTE DE LA REPuBLICA A SALIR DEL TERRITORIO NACIONAL EL DiA 06 DE NOVIEMBRE DE 2009","Publicado El Peruano",2009-05-11,"","",NA,0,"2006-2011",-25.1428571428571
"10317","No Agrupado",2009-11-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3623,"Congreso","Grupo Parlamentario Especial","CODIGO PENAL 111°/DELITO NEGLICENCIA MEDICA INTEGRIDAD CONCEBIDO","Propone incorporar el articulo 111° del Codigo Penal, en el sentido de tipificar como delito la negligencia medica respecto a la salud e integridad fisica del concebido.","","","En comision",2009-05-11,"Justicia y Derechos Humanos,Salud  Poblacion  Familia y Personas con Discapacidad","NO",3,0,"2006-2011",-25.1428571428571
"10321","Multipartidario",2009-10-30,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3619,"Congreso","Alianza Parlamentaria","DECRETO URGENCIA 050-2008/DEROGAR EL...","Propone derogar el Decreto de Urgencia N° 050-2008, que modifica el articulo 1° literal a) del Decreto Legislativo N° 843 modificado por la Ley N° 29303, a fin de mantener requisitos minimos de calidad para la importacion de vehiculos automotores de transporte terrestre usados.","","","En comision",2009-01-12,"Transportes y Comunicaciones","SI",6,0,"2006-2011",-41.5714285714286
"10331","Partido Aprista Peruano",2009-10-29,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3609,"Congreso","PARTIDO APRISTA PERUANO","SERVICIO DIPLOMATICO L.28091/POSTERGA APLICACION REQUISITOS ART.37° LEY....","Propone facultar al Ministerio de Relaciones Exteriores a llevar a cabo en un plazo no mayor de dos meses, un proceso extraordinario de ascenso a la categoria de Ministro en el Servicio Diplomatico de la Republica correspondiente al ano 2007 entre aquellos Ministros Consejeros que se encuentren aptos, asi mismo postergar la aplicacion de los requisitos exigidos en el articulo 37° de la Ley N° 28091, Ley del Servicio Diplomatico de la Republica.","","","En comision",2009-03-11,"Relaciones Exteriores","SI",9,0,"2006-2011",-33.1428571428571
"10332","Partido Aprista Peruano",2009-10-29,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3608,"Congreso","PARTIDO APRISTA PERUANO","UNIVERSIDAD MILITAR DEL PERU/CREA LA....","Propone crear la Universidad Militar del Peru.","","","En comision",2009-03-11,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes,Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","NO",7,0,"2006-2011",-33.1428571428571
"10333","Bloque Popular",2009-10-29,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3607,"Congreso","Bloque Popular-Compromiso Democratico","LEY PENAL TRIBUTARIA DEC.LEG.813/MODIFICA ARTICULO 2° Y 4° DE LA","Propone modificar el articulo 2° y 4° del Decreto Legislativo N° 813, Ley Penal Tributaria, referente a establecer una penalidad mayor, a aquellas personas naturales que constituyan empresas ficticias que tengan como finalidad defraudar tributariamente al Estado.","","","En comision",2009-03-11,"Justicia y Derechos Humanos","NO",6,0,"2006-2011",-33.1428571428571
"10335","",2009-10-29,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3605,"Gobiernos Regionales","","GOB.REG.CALLAO/EXCEPTUAR DE LEY DE PRESUPUESTO SECT.PUB.N°29289","Propone exceptuar del numeral 8.1,  articulo 8° de la Ley N° 29289, Ley de Presupuesto del Sector Publico para el Ano Fiscal 2009, al Gobierno Regional del Callao, para atender el cumplimiento de las sentencias judiciales definitivas emitidas en las Acciones de Amparo seguidas por ex servidores de la institucion.","","","En comision",2009-03-11,"Presupuesto y Cuenta General de la Republica","",NA,0,"2006-2011",-33.1428571428571
"10347","",2009-10-26,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3593,"Poder Ejecutivo","","VIAJE:PRESIDENCIAL/CIUDADES DE TOKIO, JAPON Y SEUL REP.DE COREA","Propone autorizar al senor Presidente de la Republica a salir del territorio nacional entre los dias 9 y 16 de noviembre del presente ano, con el objeto de viajar a las ciudades de Tokio, Japon y Seul, Republica de Corea, en donde efectuara visitas oficiales en el marco de la profundizacion de las relaciones en especial en el ambito politico, comercial y de inversiones con esos paises; asi como a la ciudad de Singapur, Republica de Singapur, donde participara en la XVII Reunion de Lideres del APEC.","Resolucion Legislativa Nº: 29427","RESOLUCIoN LEGISLATIVA QUE AUTORIZA AL SEnOR PRESIDENTE DE LA REPuBLICA A SALIR DEL TERRITORIO NACIONAL ENTRE LOS DiAS 9 Y 16 DE NOVIEMBRE DE 2009","Publicado El Peruano",2009-02-11,"","",NA,0,"2006-2011",-36.7142857142857
"10367","",2009-10-14,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3573,"Poder Ejecutivo","","AMAZONIA/DESARROLLO A TRAVES DEL PROGRAMA DE EXONERACIONES EN...","Propone promover y fortalecer el desarrollo de la amazonia, a traves de la transferencia de los recursos que se generan por aplicacion del Programa de Sustitucion de Exoneraciones e Incentivos Tributarios.","","","Dictamen Negativo",2009-03-12,"Pueblos Andinos  Amazonicos y Afroperuanos  Ambiente y Ecologia,Economia  Banca  Finanzas e Inteligencia Financiera","",NA,0,"2006-2011",-30.8571428571429
"10398","Partido Aprista Peruano",2009-10-01,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3542,"Congreso","PARTIDO APRISTA PERUANO","TRANSPARENCIA Y ACCESO INF.PUB.L.27927/MODIFICA ART.17° LEY DE...","Propone modificar el articulo 17° de la Ley N° 27806, Ley de Transparencia y Acceso a la Informacion Publica, referente a la tasa aplicable por la informacion requerida.","","","En comision",2009-05-10,"Constitucion y Reglamento","NO",7,0,"2006-2011",-20.5714285714286
"10400","Multipartidario",2009-10-01,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3540,"Congreso","Alianza Parlamentaria","REGL.CONGRESO 25°/REEMPLAZO POR EL ACCESITARIO","Propone modificar el articulo 25° del Reglamento del Congreso, en el sentido de reemplazar al congresista que haya incurrido en causal por el accesitario.","","","En comision",2009-05-10,"Constitucion y Reglamento","SI",6,0,"2006-2011",-20.5714285714286
"10408","Grupo Parlamentario Nacionalista",2009-09-29,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3532,"Congreso","Grupo Parlamentario Nacionalista","DECRETO SUPREMO 067-2009/DEROGA EL....","Propone derogar el Decreto Supremo N° 067-2009-EM, Norma Reglamentaria para la asignacion de volumenes de Gas Natural.","","","En comision",2009-01-10,"Energia y Minas","SI",6,30,"2006-2011",-37.4285714285714
"10410","Bloque Popular",2009-09-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3530,"Congreso","Bloque Popular-Compromiso Democratico","SISTEMAS BIOMETRICOS DE IDENTIFICACION A TRAVES DE HUELLA/PROMUEVE...","Propone promover el uso de sistemas biometrivos de identificacion a traves de la huella dactilar y/o digital cuando se realice una compra y venta de bienes muebles e inmuebles en las diversas notarias y Registro Publico.","","","En comision",2009-01-10,"Justicia y Derechos Humanos","NO",6,0,"2006-2011",-37.2857142857143
